20
500 500
106 417 4
486 258 4
306 339 1
210 80 1
220 27 5
59 135 4
30 180 2
397 490 5
55 278 2
248 419 4
185 219 4
15 5 1
476 67 2
190 36 3
500 500
195 477 3
115 428 5
249 266 1
428 127 1
210 417 5
349 299 5
141 262 5
255 309 1
249 191 5
100 174 5
138 265 4
5 38 1
286 441 2
83 82 4
78 134 5
280 43 4
13 476 2
42 483 5
98 445 4
459 455 5
325 422 3
19 401 5
477 372 1
65 248 3
154 213 1
42 469 5
40 401 5
9 353 4
221 440 1
198 461 4
263 455 1
11 212 2
68 45 5
266 104 3
261 442 3
426 75 1
242 475 1
449 81 1
206 250 5
227 319 5
466 226 5
167 139 2
73 432 2
62 416 3
16 157 5
420 29 5
257 37 4
443 469 5
426 432 1
330 262 4
440 420 3
240 44 2
221 263 3
188 183 5
51 287 3
406 355 2
384 324 1
338 147 1
242 406 2
409 209 1
481 425 4
57 357 4
213 97 4
154 352 1
155 197 4
223 6 2
325 439 4
69 220 5
272 14 5
31 454 5
396 47 4
216 9 3
120 391 1
135 172 2
379 359 5
111 234 3
92 80 1
215 85 5
321 68 5
97 253 4
241 139 1
352 498 2
17 90 4
148 264 5
21 214 1
289 82 3
342 257 2
349 362 5
327 119 4
498 279 4
135 397 1
267 468 1
60 160 1
387 261 3
150 380 1
419 207 5
206 437 2
371 298 5
78 101 4
417 422 1
9 108 5
159 406 2
57 409 4
446 253 2
313 152 3
245 158 5
481 213 3
409 145 5
438 277 2
363 120 5
162 286 4
411 255 1
91 244 2
418 93 5
365 295 1
483 99 3
234 339 2
7 486 4
204 306 4
456 166 2
13 389 3
13 298 4
345 103 4
116 105 3
331 340 1
292 493 1
143 100 4
182 334 3
2 170 1
226 187 1
356 377 4
163 150 5
465 242 5
389 77 3
148 152 4
104 16 1
254 320 3
253 60 2
123 404 2
240 191 5
5 210 2
52 4 5
69 196 4
117 71 4
248 32 3
164 3 5
151 416 4
222 458 4
175 425 4
53 75 1
355 473 5
325 463 1
85 227 5
345 259 1
18 486 4
415 400 2
261 312 4
432 269 5
10 251 2
474 217 5
27 44 3
112 382 5
90 449 3
178 6 1
59 276 1
297 62 2
318 447 5
59 478 4
44 372 5
331 399 4
68 104 3
422 150 4
121 9 4
110 139 4
233 322 1
423 248 5
381 134 1
352 489 5
301 103 4
184 84 1
349 102 4
18 181 1
258 459 2
10 265 1
459 403 4
315 383 2
312 340 5
157 162 3
27 389 4
235 178 2
425 94 2
69 296 1
454 93 2
108 118 4
9 99 1
70 248 5
51 70 1
108 291 2
325 26 3
456 250 5
433 331 2
318 59 2
29 247 4
21 393 4
235 108 1
366 267 4
218 475 2
109 403 5
372 58 5
116 46 5
361 386 4
58 137 1
19 68 5
361 492 1
45 244 1
337 388 3
279 284 1
210 125 1
387 104 1
312 114 1
128 96 4
118 146 1
412 448 5
241 483 5
145 179 4
411 272 2
301 370 2
256 296 1
66 200 1
372 239 2
475 115 1
125 450 1
219 434 1
95 63 3
19 274 2
57 41 1
159 57 5
270 206 5
64 296 5
243 116 2
158 429 1
236 159 1
16 464 2
359 6 1
18 489 1
135 204 2
13 303 1
159 419 1
17 135 4
484 342 3
345 202 4
115 404 5
17 287 1
443 410 1
457 247 3
111 101 4
101 390 3
16 99 5
102 353 1
371 360 1
72 182 4
103 127 5
8 156 4
491 356 4
324 488 2
141 107 3
299 494 2
361 81 3
116 233 2
444 271 5
276 281 3
117 171 5
108 190 5
434 44 2
10 173 5
99 230 3
173 331 1
493 37 1
57 429 4
12 291 2
357 195 3
142 409 1
240 218 4
419 241 5
45 207 2
216 362 1
414 320 5
183 167 2
107 273 5
89 260 3
191 312 2
363 344 5
399 196 4
462 74 2
128 50 1
467 278 4
258 49 2
189 132 5
348 345 1
175 291 5
149 95 2
64 389 3
147 303 1
437 140 2
194 252 1
453 398 2
483 243 2
225 9 2
89 100 2
229 129 3
369 440 5
169 203 3
137 355 2
408 149 1
249 479 3
147 425 2
498 252 5
80 102 3
12 314 2
346 113 3
253 175 2
358 498 1
365 262 2
498 347 1
305 103 4
353 119 2
60 26 4
470 343 5
343 223 1
157 377 3
430 6 4
420 235 2
321 303 2
67 295 1
155 244 3
265 280 2
357 490 4
44 214 2
498 91 2
86 342 3
124 102 4
51 338 1
235 251 2
443 211 5
342 361 3
470 68 2
422 128 1
10 249 3
301 119 1
181 258 1
236 210 5
72 145 5
322 493 4
254 301 2
272 145 5
464 264 3
104 372 4
313 194 1
323 159 1
125 209 4
276 439 3
51 261 5
226 99 5
96 460 2
482 308 4
455 35 2
317 450 3
391 482 2
178 226 4
388 160 2
193 45 3
249 151 4
383 117 4
302 122 5
162 361 2
261 465 1
257 245 4
359 361 5
227 180 3
29 132 4
331 485 1
470 148 1
195 471 5
381 177 3
235 209 2
205 493 2
430 270 5
30 299 2
241 8 3
149 32 5
378 169 3
87 74 3
7 424 3
87 433 4
219 145 5
78 4 2
116 294 2
68 492 5
197 239 3
115 176 2
17 61 2
301 128 5
184 235 1
269 400 5
13 28 5
481 203 5
267 182 2
253 66 5
97 310 2
285 247 2
307 286 4
366 10 2
291 363 4
95 274 5
308 71 1
487 39 3
88 91 4
383 150 1
381 192 3
280 426 3
72 309 1
139 31 2
188 147 5
4 16 4
95 431 5
169 177 1
221 399 5
119 376 1
46 66 1
367 170 5
216 424 5
65 260 5
107 434 2
222 284 4
3 405 5
115 394 1
16 447 2
457 33 5
486 413 1
399 120 1
42 430 3
390 319 2
370 471 2
102 468 1
134 19 1
179 68 4
93 57 3
21 81 1
261 321 3
339 336 1
387 124 5
381 195 5
249 385 4
27 285 4
214 147 5
340 158 2
409 139 5
496 284 4
344 265 5
243 379 4
293 458 2
243 149 5
214 305 3
329 356 4
339 295 3
469 171 4
414 142 4
479 361 3
134 434 4
449 202 2
426 156 3
249 240 3
137 326 1
119 413 4
112 410 4
488 402 3
348 83 5
198 104 1
346 197 1
47 393 1
23 1 4
399 42 1
494 321 5
154 202 5
284 383 1
65 201 2
399 416 4
256 324 1
243 481 5
454 276 2
132 268 4
189 447 1
421 256 3
61 402 5
6 394 4
20 234 1
406 349 4
160 296 1
369 6 2
72 476 2
500 500
236 174 1
9 300 4
24 333 2
400 238 4
296 1 5
80 325 2
333 140 5
202 31 3
9 462 2
249 56 2
40 366 3
129 150 3
53 388 3
389 341 1
228 144 1
63 376 3
224 211 4
214 312 3
440 441 3
290 385 3
235 241 4
233 219 3
437 19 3
382 288 1
458 139 4
288 416 4
17 11 5
1 296 1
370 56 4
133 36 1
352 382 4
431 451 2
470 485 3
62 446 4
311 290 4
193 234 1
377 272 2
121 287 2
477 419 1
381 43 3
457 68 2
123 395 4
202 210 5
411 231 4
359 453 4
202 93 5
475 60 3
303 340 1
342 365 3
270 237 4
437 403 4
160 463 2
232 406 5
203 66 1
139 283 3
278 367 5
455 339 2
60 439 3
86 52 3
216 413 4
445 59 1
26 402 3
215 65 5
204 99 4
91 161 3
439 201 5
80 49 4
331 465 5
20 375 4
330 382 1
420 266 5
168 236 1
347 189 5
109 302 2
449 339 5
366 126 3
114 221 1
271 126 5
493 81 4
407 31 4
342 393 4
296 332 4
105 230 4
245 153 2
143 225 3
194 125 2
130 407 2
124 491 4
86 420 3
22 328 4
226 73 2
401 428 5
254 363 4
244 96 5
422 295 2
446 52 4
329 305 2
68 264 5
46 191 5
6 1 5
495 273 3
359 55 1
442 491 3
208 487 1
124 333 2
6 119 2
349 178 3
348 486 3
177 328 5
54 99 1
89 68 5
55 72 1
284 172 3
464 233 4
408 247 2
97 107 5
262 254 5
443 307 5
474 332 4
177 269 5
265 471 4
97 162 2
404 122 4
64 379 5
450 191 2
315 124 3
358 377 5
402 125 1
30 497 5
362 399 2
170 96 1
462 468 4
312 119 5
171 242 1
279 58 3
481 67 4
404 257 2
366 164 4
13 327 3
415 138 3
152 429 5
296 9 4
91 188 1
438 108 2
471 428 5
478 401 3
435 92 3
196 345 3
284 441 2
450 197 4
387 20 5
308 481 5
128 270 4
1 133 4
53 198 3
349 313 4
408 152 2
399 39 3
357 467 2
199 283 3
215 145 3
256 94 5
215 360 4
303 112 1
195 81 3
356 79 2
63 207 4
338 401 1
355 463 3
98 321 3
390 127 5
150 324 2
19 201 4
461 80 1
402 133 2
149 99 5
205 411 4
91 355 3
418 437 3
115 179 2
113 369 5
436 415 4
153 82 1
34 98 1
165 19 1
483 365 4
420 391 3
465 34 4
36 66 1
456 409 5
304 19 2
11 281 1
135 386 1
247 205 1
190 207 5
242 42 1
318 82 2
381 305 4
306 283 1
48 308 5
468 57 2
53 360 5
339 91 2
217 19 3
207 208 3
453 424 5
416 140 5
304 256 4
404 304 5
295 39 5
292 196 3
484 53 1
286 298 4
474 393 4
340 495 5
471 108 2
106 245 1
135 491 1
202 83 3
494 94 2
106 61 2
322 90 1
191 19 1
500 228 5
148 2 2
42 169 3
98 353 1
293 207 1
107 187 2
337 357 4
12 90 4
171 277 5
329 46 1
108 143 4
336 346 2
348 315 4
239 361 4
443 257 3
236 25 2
450 372 2
189 455 1
161 362 3
234 8 2
225 255 4
470 86 1
175 483 1
472 233 4
323 136 4
497 308 1
64 250 2
407 284 3
274 356 4
199 240 2
73 197 2
411 423 1
122 324 1
460 303 2
338 365 4
480 346 5
470 129 5
249 8 2
353 303 4
130 486 2
90 151 4
144 54 1
246 225 5
127 391 5
280 36 3
155 81 5
281 30 5
294 466 1
64 210 1
387 37 4
377 194 3
107 257 2
373 137 1
105 475 5
34 404 2
38 488 5
185 218 5
35 104 3
358 382 4
146 284 4
356 310 1
77 248 4
20 28 3
138 270 1
418 403 4
268 312 3
434 142 4
376 5 2
196 318 1
68 108 1
85 207 5
278 126 5
358 32 2
494 41 3
283 458 3
465 438 4
455 374 4
139 180 3
394 416 1
242 457 1
421 50 4
500 220 4
356 345 5
220 162 3
464 115 3
340 9 1
479 302 2
212 255 4
346 485 4
27 309 3
373 248 4
271 420 2
276 211 1
419 276 5
125 9 3
210 12 3
452 424 1
268 121 1
454 287 3
317 360 1
499 296 1
265 432 5
210 117 1
337 483 5
11 124 2
10 172 4
336 463 3
72 10 4
439 389 4
252 461 1
33 207 4
271 202 3
59 205 3
182 490 5
185 47 4
308 309 5
278 325 1
421 114 4
1 251 1
363 450 2
49 42 4
288 156 1
427 110 5
383 92 5
79 215 3
470 301 2
150 29 3
53 178 2
392 193 2
35 354 3
111 476 1
95 365 5
111 273 3
363 172 3
126 144 5
439 215 2
48 92 4
126 449 4
336 423 3
360 297 1
299 309 2
405 361 4
311 215 1
267 476 3
163 167 4
446 209 2
284 322 3
124 488 3
491 355 5
294 348 2
70 115 2
363 402 3
236 488 4
361 120 5
473 278 2
386 216 3
419 286 1
176 23 3
496 479 2
36 287 2
53 6 1
451 291 2
92 93 4
299 65 1
289 284 4
322 215 1
233 133 4
377 309 2
477 232 3
184 180 4
193 129 1
413 235 1
213 167 1
186 281 2
99 237 4
82 260 4
17 323 1
324 366 1
47 83 2
259 19 4
403 131 3
273 276 2
343 405 2
425 468 1
130 103 1
3 177 2
337 451 2
299 298 2
28 120 4
352 496 3
197 40 5
106 120 1
340 342 1
167 362 4
117 349 1
215 411 4
442 266 3
26 441 3
375 377 4
1 245 5
379 41 2
453 147 2
255 333 2
111 291 5
112 456 3
277 397 2
496 373 3
10 8 2
485 395 3
7 230 4
374 446 1
307 235 2
36 178 2
77 228 1
410 103 2
74 432 4
123 258 5
262 114 5
350 142 5
287 462 4
459 82 3
359 16 3
192 183 5
219 272 4
2 153 1
26 455 3
402 280 4
372 375 3
164 116 2
451 41 3
169 73 3
358 116 4
110 280 1
293 433 2
263 27 2
365 403 4
316 402 5
282 436 1
225 243 3
35 112 2
17 96 5
469 345 4
6 332 2
419 78 5
93 453 1
157 11 5
117 107 1
336 114 4
35 422 1
352 289 1
323 4 1
229 477 4
49 83 5
297 157 5
251 39 5
51 103 2
326 351 5
429 282 5
75 473 4
29 488 1
71 3 4
58 445 1
448 95 3
84 264 2
26 387 4
498 307 4
440 461 5
354 440 5
316 404 1
173 498 5
36 111 5
45 287 3
249 315 2
417 170 5
122 494 3
293 428 2
10 23 1
500 500
406 203 5
125 47 4
139 151 3
322 274 3
427 9 5
140 49 3
461 390 1
118 369 5
427 15 5
40 498 1
70 438 5
8 454 4
46 121 3
78 407 5
75 398 1
288 163 2
271 68 2
170 384 1
445 285 3
59 220 4
399 433 3
47 419 2
95 21 3
80 99 1
157 443 2
479 242 4
348 79 5
324 232 2
421 469 4
211 200 4
418 373 3
257 157 2
139 357 3
224 53 1
301 322 2
180 71 3
408 166 2
29 152 4
166 194 4
229 43 5
208 298 5
309 254 4
453 456 1
132 84 5
280 480 3
471 434 1
446 469 3
138 133 5
111 168 2
282 493 3
188 474 1
61 180 5
428 261 3
204 418 2
400 385 5
9 142 4
74 139 5
420 70 5
117 105 3
500 59 2
212 51 5
208 429 4
265 53 5
264 265 1
117 237 1
175 195 3
172 300 3
341 349 4
384 377 5
45 462 3
429 87 5
442 142 5
197 174 5
141 418 2
94 87 1
162 466 5
391 39 5
104 340 2
357 301 3
21 272 5
18 7 4
256 360 1
362 56 4
483 367 3
289 57 3
466 22 3
93 282 2
358 337 2
329 177 5
82 232 1
299 288 1
163 151 2
230 368 5
6 405 1
132 436 1
51 489 4
3 423 4
51 295 3
211 197 1
420 276 5
213 377 2
376 66 3
354 295 5
214 260 5
141 66 5
360 325 4
51 124 3
126 228 1
367 415 4
315 266 4
362 290 2
298 276 4
187 294 4
328 459 5
218 131 4
291 309 3
270 117 2
402 286 2
177 403 4
455 268 4
498 347 5
297 32 1
286 170 5
390 281 5
451 78 1
117 401 2
221 171 4
33 97 2
222 362 5
343 67 4
123 364 3
495 179 3
453 75 2
236 61 3
389 220 5
416 4 1
61 256 4
294 93 3
452 82 2
439 454 1
484 48 1
400 175 3
291 185 2
224 389 3
463 154 1
479 425 4
220 186 1
244 397 3
331 232 2
252 374 5
317 65 3
385 204 4
212 500 3
238 82 4
402 460 1
453 133 2
343 123 3
464 305 1
373 73 3
6 23 4
330 48 3
191 425 2
362 310 5
228 316 1
311 62 5
239 434 3
274 416 1
61 154 2
9 74 5
188 117 3
131 482 2
347 47 2
26 77 5
73 481 4
137 237 1
303 324 4
481 345 4
287 281 4
492 182 3
321 264 5
408 258 4
51 375 1
9 450 1
239 448 4
72 395 3
495 86 1
204 57 1
420 403 5
422 371 1
129 108 2
204 41 5
187 265 3
445 491 4
207 175 2
286 347 1
489 221 4
478 79 5
353 350 4
212 390 5
404 170 5
387 74 1
176 397 4
2 112 4
225 492 1
248 378 3
88 168 5
412 182 2
284 308 1
389 484 1
490 41 5
499 86 1
259 366 2
289 464 1
136 273 2
9 472 2
6 36 4
73 293 4
258 93 1
135 78 3
467 87 2
380 161 5
13 194 5
17 409 4
431 318 2
258 473 5
327 411 2
7 299 1
460 303 5
52 197 2
207 101 3
184 114 2
197 281 5
194 178 4
320 176 4
441 355 4
184 221 5
188 236 1
293 473 1
499 188 2
71 137 3
301 419 3
395 452 2
148 187 1
339 7 3
151 37 4
351 451 1
268 342 3
341 364 5
140 303 1
314 73 1
52 403 1
318 500 4
17 277 5
79 13 4
150 365 4
271 83 1
219 236 4
112 168 2
167 277 2
130 497 1
67 288 5
1 310 2
354 189 3
61 126 2
260 307 2
179 112 1
146 337 3
5 322 3
178 490 5
181 447 5
79 75 2
95 484 2
78 29 4
90 29 3
51 469 1
23 107 4
164 169 2
247 150 2
128 91 3
141 401 1
244 139 1
375 491 4
65 347 1
305 451 1
133 132 3
385 138 2
121 271 2
18 90 1
476 49 2
425 401 2
260 329 4
444 333 2
441 325 3
483 193 5
26 1 3
171 390 1
65 337 3
57 144 3
487 203 3
461 78 5
352 4 2
284 59 2
452 40 4
288 432 5
7 260 4
399 162 1
412 96 1
408 373 4
265 413 3
397 473 3
291 85 2
164 366 1
390 310 5
469 256 4
180 195 4
500 144 4
40 301 5
495 280 4
163 488 3
388 161 3
259 233 2
97 144 2
305 29 3
476 373 2
357 75 3
176 127 3
268 432 3
456 171 1
75 88 4
198 432 5
463 356 2
206 331 4
459 371 3
370 357 5
82 409 5
14 213 4
89 315 4
447 18 1
332 15 3
374 218 5
14 297 1
269 273 4
282 200 4
221 15 1
1 416 4
40 230 5
64 483 5
226 383 3
218 441 5
215 412 5
132 17 2
306 291 3
49 234 5
290 88 4
386 171 3
14 382 5
115 202 1
173 235 5
103 313 4
255 71 4
119 332 5
186 184 5
190 222 3
85 111 5
363 118 4
58 464 4
41 16 3
214 263 4
399 29 5
208 81 2
478 135 4
433 22 1
75 415 4
86 457 1
36 422 4
290 77 1
190 57 3
433 151 1
466 51 4
385 359 1
407 499 3
15 117 4
423 121 4
355 301 4
68 377 3
131 273 4
496 63 3
164 184 4
334 375 3
86 470 1
372 136 1
100 438 4
159 497 4
2 120 4
25 33 2
150 174 5
256 434 5
69 48 3
172 80 4
192 331 2
423 168 3
376 174 2
378 43 1
393 141 3
125 305 4
457 62 3
103 45 2
299 107 2
412 173 3
322 397 4
209 142 5
303 482 3
139 455 2
408 44 5
329 388 2
172 418 3
340 214 4
497 279 3
382 243 5
21 114 2
64 446 1
302 156 2
103 461 2
404 142 5
55 483 3
485 124 3
95 447 4
369 234 3
158 318 2
242 178 5
44 469 5
227 368 5
185 486 4
6 115 5
137 320 3
69 114 2
266 11 1
261 43 1
441 239 5
360 477 5
428 27 2
145 226 5
481 420 2
421 250 2
334 470 2
45 180 4
490 362 2
356 438 4
248 232 3
70 466 2
148 109 3
1 242 2
484 357 5
106 192 5
199 220 1
154 21 4
194 469 4
250 16 1
472 198 1
273 49 3
69 398 2
135 94 1
401 267 5
183 362 1
422 480 5
386 223 1
10 394 2
203 322 1
467 488 4
180 353 4
239 282 4
398 451 4
78 441 4
213 392 1
406 295 2
76 263 4
321 243 5
23 287 1
10 111 5
375 153 2
109 337 4
156 345 1
175 397 5
147 30 3
182 202 1
193 19 3
402 425 2
39 174 4
153 245 1
163 212 1
400 326 5
296 369 3
78 399 5
497 163 2
271 274 2
124 489 2
398 438 1
428 330 5
201 321 3
421 433 3
500 500
265 280 2
127 215 1
457 289 1
328 486 1
229 349 1
270 145 4
317 45 4
486 279 2
102 487 3
266 297 5
93 36 2
234 412 2
322 480 3
213 134 3
30 276 5
353 235 4
174 133 4
425 480 5
98 69 2
374 265 1
451 469 5
224 396 1
332 177 5
25 24 2
247 104 2
243 254 5
481 111 4
447 190 5
408 288 1
484 372 5
38 128 2
281 207 1
78 160 1
17 94 2
406 380 2
447 265 5
61 373 2
108 163 3
289 74 2
28 396 2
198 221 2
409 387 1
102 331 2
260 2 5
20 8 4
479 268 4
441 314 4
241 336 1
272 33 4
248 4 3
168 39 5
292 495 4
229 459 3
139 320 4
295 57 1
167 282 2
481 326 1
103 50 3
409 196 1
408 340 1
368 250 4
390 421 2
54 232 2
425 184 3
112 279 4
184 10 1
208 76 1
110 220 2
171 415 1
399 404 3
490 39 1
378 407 1
326 13 1
61 344 3
346 10 4
66 499 1
18 463 3
237 43 5
40 35 4
20 259 5
180 306 5
118 34 4
236 59 2
47 331 1
94 369 3
129 96 4
181 82 1
379 393 1
57 220 4
166 24 2
445 151 3
462 144 1
219 320 1
435 393 1
92 192 3
286 487 4
345 158 5
253 46 3
465 287 3
418 416 3
307 252 1
348 207 2
52 380 4
420 256 2
224 8 4
414 125 2
25 484 2
479 164 4
153 347 3
119 295 2
480 290 5
55 14 1
362 201 2
296 427 4
285 201 1
294 341 4
427 120 1
211 136 2
219 478 2
98 347 4
481 311 4
143 203 3
14 107 1
113 344 5
489 170 4
294 160 3
136 25 3
313 401 1
19 128 4
203 58 3
430 191 3
302 48 4
480 468 5
318 491 5
236 469 4
489 215 3
101 45 2
343 294 2
423 445 5
127 391 3
476 53 4
192 248 3
488 52 3
466 250 3
176 378 1
367 92 3
379 414 2
102 95 3
123 8 2
497 400 5
177 382 3
218 78 3
188 496 3
89 271 2
60 222 5
256 413 3
127 151 5
385 351 5
90 308 5
218 264 1
4 320 2
359 90 1
471 414 4
266 339 2
117 112 3
322 377 2
416 235 5
171 282 2
3 45 3
23 484 3
46 275 2
175 484 1
15 108 3
446 152 4
61 156 3
43 132 5
93 112 5
417 281 1
426 361 4
56 147 2
391 100 2
420 168 4
391 376 5
107 141 1
116 122 3
374 130 3
57 60 3
182 160 4
485 434 2
295 340 4
46 284 1
214 174 1
449 101 2
91 191 2
206 11 5
159 11 5
433 140 1
257 331 5
468 440 4
319 433 1
441 11 1
242 299 2
61 143 4
200 149 3
322 319 3
384 484 2
131 231 1
28 304 3
290 153 3
30 84 1
272 75 2
91 303 2
386 399 3
425 488 2
239 428 5
468 360 2
321 484 1
338 133 3
109 235 5
13 277 3
228 179 2
260 287 4
185 404 5
441 107 3
473 113 4
497 119 2
174 248 1
219 260 5
334 286 5
45 147 2
186 246 2
329 220 1
11 7 1
229 445 3
191 477 5
267 38 5
49 374 5
331 429 1
282 84 4
279 70 2
445 290 5
264 77 1
133 255 3
199 274 5
264 5 1
358 430 2
266 102 1
166 329 1
45 288 1
60 397 2
298 12 4
339 317 4
154 474 5
492 352 3
84 238 4
307 309 3
433 34 4
149 395 1
427 158 1
365 80 3
487 52 2
246 28 1
310 459 1
425 369 5
146 11 4
322 246 2
154 371 2
271 387 3
416 225 2
46 390 2
223 181 4
271 118 1
401 162 3
81 323 1
113 345 2
47 236 4
76 90 2
303 200 4
51 482 1
83 22 2
483 183 5
146 49 4
22 54 2
440 259 4
129 160 1
462 188 5
142 325 4
152 95 4
456 297 4
483 303 5
348 408 2
310 317 2
393 231 4
109 138 3
125 377 1
256 442 5
8 183 3
200 109 2
453 13 2
277 225 5
150 448 4
214 359 4
186 201 2
120 168 4
278 470 5
182 292 3
120 482 3
324 426 1
148 171 1
67 418 4
400 459 5
357 389 4
436 348 1
387 199 2
499 454 4
378 56 3
117 332 3
362 286 5
400 124 4
416 144 2
443 37 3
83 495 5
99 222 4
426 163 2
417 120 4
205 289 4
199 490 1
236 105 2
36 296 1
333 169 1
15 265 1
15 56 2
101 417 1
87 454 4
283 423 2
396 308 4
307 7 4
31 465 1
416 469 1
304 242 3
338 254 1
167 441 3
481 7 4
328 10 1
185 34 1
307 319 4
245 143 2
344 160 3
182 64 2
427 146 1
74 415 1
177 140 5
341 188 3
172 423 3
202 32 3
371 492 2
221 314 1
64 207 1
160 403 4
421 210 4
121 290 3
228 236 3
74 490 3
106 70 2
173 390 1
36 400 1
268 254 1
54 500 2
492 185 4
387 102 1
401 211 3
434 178 5
255 449 1
7 107 4
210 329 5
77 160 3
168 393 1
232 152 5
439 215 2
141 76 3
182 109 2
345 358 2
278 334 2
218 305 3
330 256 2
437 144 5
40 113 2
186 189 5
466 9 5
186 242 3
261 259 1
361 319 4
13 214 1
107 171 2
408 77 4
456 36 1
298 226 2
115 111 2
310 139 5
297 253 2
259 205 4
388 190 1
107 414 5
366 2 1
203 263 4
366 225 3
30 152 2
328 470 2
329 222 3
183 376 4
473 98 3
452 416 1
470 228 4
29 494 4
190 367 4
205 335 4
440 62 1
120 115 2
147 304 2
337 33 1
7 455 5
177 16 5
494 412 5
448 10 4
64 268 4
29 249 1
82 455 4
238 236 3
68 413 2
180 74 3
361 270 1
115 277 3
154 128 2
261 296 2
118 358 2
136 220 2
347 157 1
197 410 2
389 390 2
144 44 5
205 434 2
251 333 1
340 375 3
500 53 5
333 176 2
268 168 4
275 267 2
184 385 5
343 32 4
52 341 2
435 321 5
246 214 2
488 448 4
234 132 1
430 45 1
216 41 2
93 341 4
435 130 1
411 204 4
330 68 4
454 181 2
251 297 5
254 112 1
1 122 5
11 81 2
301 220 2
429 251 2
353 212 4
65 483 1
109 130 2
497 261 2
295 360 1
498 495 3
110 448 5
169 227 1
467 458 4
330 404 3
72 208 1
169 230 4
484 347 2
493 201 1
32 44 1
17 310 5
228 425 2
5 465 2
118 14 1
453 237 1
280 149 1
274 25 1
473 121 3
488 363 3
298 164 4
117 244 5
156 70 4
500 348 2
48 25 1
138 477 1
433 269 3
217 257 1
452 349 3
500 500
294 118 1
282 90 3
306 257 4
176 182 1
397 373 1
498 332 3
437 80 5
223 73 4
330 313 1
189 188 2
447 61 4
355 138 5
208 378 4
473 124 1
169 121 1
408 426 3
497 462 1
135 223 2
422 107 2
30 20 1
153 39 4
143 393 2
330 433 4
438 450 4
301 122 2
44 367 3
300 97 1
165 151 1
171 167 3
214 329 1
279 448 4
271 401 3
10 323 5
429 198 5
420 88 3
340 425 2
480 248 3
95 141 1
4 225 2
286 40 3
176 471 3
35 198 3
25 271 4
55 361 2
2 164 1
275 291 3
238 46 1
441 229 2
225 222 2
207 472 2
19 328 2
95 222 1
383 286 1
75 143 4
456 84 3
374 460 4
324 67 4
82 354 1
239 396 1
339 23 4
121 500 2
242 151 4
478 448 5
129 478 2
246 29 2
318 329 4
71 445 5
143 6 3
3 368 5
398 364 2
21 401 3
147 213 4
340 261 2
246 295 1
471 401 5
92 261 3
120 210 5
320 383 2
292 495 5
487 190 5
331 366 3
376 16 5
59 179 3
422 428 5
391 59 2
199 413 5
51 364 1
7 304 1
232 478 5
480 485 2
347 96 4
500 222 2
294 434 3
476 400 5
195 377 3
182 339 2
373 290 2
473 368 3
342 85 1
232 392 5
144 257 4
486 468 4
121 41 5
270 194 2
26 152 3
377 95 2
41 118 5
152 106 2
353 424 3
182 315 3
416 395 5
206 121 2
346 169 5
188 229 4
382 244 4
461 310 2
11 15 3
487 178 3
251 491 1
64 12 5
108 47 1
465 372 2
74 117 2
500 63 3
284 11 5
161 218 3
373 110 3
346 323 1
443 103 3
414 191 5
147 162 1
384 304 1
45 204 2
168 313 1
3 42 2
391 165 4
403 275 3
246 422 4
75 479 5
469 271 5
223 114 5
117 171 2
218 298 2
322 234 1
170 204 4
388 25 4
452 144 2
265 299 4
277 43 4
114 446 2
138 476 3
264 314 5
149 432 3
141 65 4
402 259 2
489 475 2
244 377 4
88 151 3
358 329 4
489 400 4
408 211 5
336 97 1
93 464 4
155 365 5
239 299 2
67 59 5
43 458 2
407 4 1
138 368 2
104 291 2
173 467 4
215 220 3
448 316 2
28 452 3
21 415 4
247 182 4
367 475 2
409 62 1
101 202 3
1 19 1
262 197 4
56 162 4
279 343 5
349 220 4
49 299 2
155 30 2
265 312 5
477 281 4
413 94 2
454 366 4
326 28 1
235 177 2
361 320 3
461 152 1
308 197 5
64 460 1
110 316 1
88 119 3
78 358 5
416 233 4
84 429 1
82 151 4
231 490 2
256 38 1
337 451 3
203 437 3
326 60 2
90 295 2
70 21 3
453 452 4
61 206 2
294 267 2
170 435 1
318 496 1
104 31 2
71 240 5
370 109 1
484 148 2
442 237 5
68 54 5
396 313 2
334 396 2
38 81 5
221 330 2
61 279 5
135 286 5
416 328 2
208 280 2
82 134 5
210 380 4
248 286 3
116 362 1
391 354 2
65 218 1
181 269 2
282 485 1
78 385 3
335 394 5
120 15 2
201 182 4
294 75 5
33 153 4
232 105 3
412 219 1
408 500 4
431 154 5
429 222 3
436 129 3
52 305 5
233 371 5
268 288 5
84 409 1
450 382 3
68 200 5
405 314 4
90 254 5
428 203 3
460 476 1
393 470 3
495 42 2
54 97 4
421 86 3
88 194 2
86 306 4
185 268 4
110 196 1
483 215 2
153 328 4
314 364 3
219 403 4
124 53 5
334 191 3
216 129 5
96 439 5
126 294 1
279 298 1
334 128 3
180 472 5
51 14 3
29 394 2
89 372 3
252 483 1
1 216 3
383 19 1
29 178 5
377 62 1
24 416 4
426 283 1
210 197 3
202 369 3
299 117 4
12 189 5
8 33 4
74 194 1
387 358 1
94 44 5
313 179 5
67 77 1
246 260 3
27 144 2
498 287 3
107 285 2
313 142 5
428 211 2
266 111 4
312 239 5
419 490 5
58 253 2
358 92 4
372 361 4
282 324 1
83 137 2
455 262 1
278 471 2
191 298 5
